"","V1","V2"
"13735","Tanzania"," Albuginosus gilliesi"
"13736","Tanzania"," Albuginosus haworthi"
"13737","Tanzania"," Anopheles arabiensis"
"13738","Tanzania"," Anopheles ardensis"
"13739","Tanzania"," Anopheles argenteolobatus"
"13740","Tanzania"," Anopheles aruni"
"13741","Tanzania"," Anopheles christyi"
"13742","Tanzania"," Anopheles cinereus"
"13743","Tanzania"," Anopheles confusus"
"13744","Tanzania"," Anopheles coustani"
"13745","Tanzania"," Anopheles cydippis"
"13746","Tanzania"," Anopheles erepens"
"13747","Tanzania"," Anopheles funestus"
"13748","Tanzania"," Anopheles gambiae"
"13749","Tanzania"," Anopheles garnhami"
"13750","Tanzania"," Anopheles gibbinsi"
"13751","Tanzania"," Anopheles implexus"
"13752","Tanzania"," Anopheles keniensis"
"13753","Tanzania"," Anopheles kingi"
"13754","Tanzania"," Anopheles longipalpis"
"13755","Tanzania"," Anopheles lovettae"
"13756","Tanzania"," Anopheles machardyi"
"13757","Tanzania"," Anopheles maculipalpis"
"13758","Tanzania"," Anopheles marshallii"
"13759","Tanzania"," Anopheles merus"
"13760","Tanzania"," Anopheles nili"
"13761","Tanzania"," Anopheles njombiensis"
"13762","Tanzania"," Anopheles paludis"
"13763","Tanzania"," Anopheles parensis"
"13764","Tanzania"," Anopheles pharoensis"
"13765","Tanzania"," Anopheles pretoriensis"
"13766","Tanzania"," Anopheles quadriannulatus"
"13767","Tanzania"," Anopheles rhodesiensis"
"13768","Tanzania"," Anopheles rivulorum"
"13769","Tanzania"," Anopheles rufipes"
"13770","Tanzania"," Anopheles schwetzi"
"13771","Tanzania"," Anopheles squamosus"
"13772","Tanzania"," Anopheles swahilicus"
"13773","Tanzania"," Anopheles tenebrosus"
"13774","Tanzania"," Anopheles theileri"
"13775","Tanzania"," Anopheles walravensi"
"13776","Tanzania"," Anopheles wellcomei"
"13777","Tanzania"," Anopheles wilsoni"
"13778","Tanzania"," Anopheles ziemanni"
"13779","Tanzania"," Cellia garnhami basilewskyi"
"13780","Tanzania"," Cellia wellcomei ugandae"
"13781","Tanzania"," Cellia wellcomei ungujae"
"13782","Tanzania"," Coquillettidia aurea"
"13783","Tanzania"," Coquillettidia aurites"
"13784","Tanzania"," Coquillettidia chrysosoma"
"13785","Tanzania"," Coquillettidia flavocincta"
"13786","Tanzania"," Coquillettidia fuscopennata"
"13787","Tanzania"," Coquillettidia maculipennis"
"13788","Tanzania"," Coquillettidia microannulata"
"13789","Tanzania"," Coquillettidia versicolor"
"13790","Tanzania"," Culex adersianus"
"13791","Tanzania"," Culex amaniensis"
"13792","Tanzania"," Culex andersoni"
"13793","Tanzania"," Culex bitaeniorhynchus"
"13794","Tanzania"," Culex cinerellus"
"13795","Tanzania"," Culex duttoni"
"13796","Tanzania"," Culex gilliesi"
"13797","Tanzania"," Culex guiarti"
"13798","Tanzania"," Culex invidiosus"
"13799","Tanzania"," Culex macfiei"
"13800","Tanzania"," Culex neavei"
"13801","Tanzania"," Culex pipiens"
"13802","Tanzania"," Culex quinquefasciatus"
"13803","Tanzania"," Culex rubinotus"
"13804","Tanzania"," Culex simpliciforceps"
"13805","Tanzania"," Culex simpsoni"
"13806","Tanzania"," Culex sitiens"
"13807","Tanzania"," Culex thalassius"
"13808","Tanzania"," Culex theileri"
"13809","Tanzania"," Culex trifilatus"
"13810","Tanzania"," Culex tritaeniorhynchus"
"13811","Tanzania"," Culex univittatus"
"13812","Tanzania"," Culex vansomereni"
"13813","Tanzania"," Culex watti"
"13814","Tanzania"," Culex zombaensis"
"13815","Tanzania"," Culiciomyia nebulosus pseudocinereus"
"13816","Tanzania"," Culiseta fraseri"
"13817","Tanzania"," Diceromyia adersi"
"13818","Tanzania"," Diceromyia fascipalpis"
"13819","Tanzania"," Diceromyia furcifer"
"13820","Tanzania"," Diceromyia taylori"
"13821","Tanzania"," Eretmapodites grenieri"
"13822","Tanzania"," Eretmapodites intermedius"
"13823","Tanzania"," Eretmapodites mattinglyi"
"13824","Tanzania"," Eretmapodites quinquevittatus"
"13825","Tanzania"," Eretmapodites silvestris"
"13826","Tanzania"," Eretmapodites subsimplicipes"
"13827","Tanzania"," Eretmapodites subsimplicipes"
"13828","Tanzania"," Eretmapodites tonsus"
"13829","Tanzania"," Ficalbia uniformis"
"13830","Tanzania"," Fredwardsius vittatus"
"13831","Tanzania"," Hopkinsius nyasae"
"13832","Tanzania"," Lutzia tigripes"
"13833","Tanzania"," Malaya taeniarostris"
"13834","Tanzania"," Mansonia africana"
"13835","Tanzania"," Mansonia uniformis"
"13836","Tanzania"," Mansonioides africana nigerrima"
"13837","Tanzania"," Mimomyia lacustris"
"13838","Tanzania"," Mimomyia mediolineata"
"13839","Tanzania"," Mimomyia mimomyiaformis"
"13840","Tanzania"," Mimomyia plumosa"
"13841","Tanzania"," Mimomyia splendens"
"13842","Tanzania"," Mucidus sudanensis"
"13843","Tanzania"," Neomelaniconion albicosta"
"13844","Tanzania"," Neomelaniconion albothorax"
"13845","Tanzania"," Neomelaniconion mcintoshi"
"13846","Tanzania"," 'Ochlerotatus' sensu auctorum fryeri"
"13847","Tanzania"," Oculeomyia annulioris consimilis"
"13848","Tanzania"," Pseudarmigeres natalensis"
"13849","Tanzania"," Skusea pembaensis"
"13850","Tanzania"," Stegomyia aegypti"
"13851","Tanzania"," Stegomyia bromeliae"
"13852","Tanzania"," Stegomyia calceata"
"13853","Tanzania"," Stegomyia contigua"
"13854","Tanzania"," Stegomyia hansfordi"
"13855","Tanzania"," Stegomyia heischi"
"13856","Tanzania"," Stegomyia josiahae"
"13857","Tanzania"," Stegomyia ledgeri"
"13858","Tanzania"," Stegomyia luteocephala"
"13859","Tanzania"," Stegomyia masseyi"
"13860","Tanzania"," Stegomyia metallica"
"13861","Tanzania"," Stegomyia njombiensis"
"13862","Tanzania"," Stegomyia soleata"
"13863","Tanzania"," Stegomyia usambara"
"13864","Tanzania"," Stegomyia woodi"
"13865","Tanzania"," Toxorhynchites brevipalpis"
"13866","Tanzania"," Toxorhynchites lutescens"
"13867","Tanzania"," Uranotaenia alboabdominalis"
"13868","Tanzania"," Uranotaenia balfouri"
"13869","Tanzania"," Uranotaenia cavernicola"
"13870","Tanzania"," Uranotaenia fraseri"
"13871","Tanzania"," Uranotaenia fusca"
"13872","Tanzania"," Uranotaenia henrardi"
"13873","Tanzania"," Uranotaenia lucyae"
"13874","Tanzania"," Uranotaenia mashonaensis"
"13875","Tanzania"," Uranotaenia shillitonis"
"13876","Tanzania"," Uranotaenia tanzaniae"
"13877","Tanzania"," Vansomerenis hancocki"
"13878","Tanzania"," Zavortinkius fulgens"
"13879","Tanzania"," Zavortinkius mzooi"
"13880","Thailand","Aedeomyia catasticta"
"13881","Thailand"," Aedimorphus alboscutellatus"
"13882","Thailand"," Aedimorphus caecus"
"13883","Thailand"," Aedimorphus culicinus"
"13884","Thailand"," Aedimorphus mediolineatus"
"13885","Thailand"," Aedimorphus pallidostriatus"
"13886","Thailand"," Aedimorphus pampangensis"
"13887","Thailand"," Aedimorphus pipersalatus"
"13888","Thailand"," Aedimorphus taeniatus"
"13889","Thailand"," Aedimorphus vexans"
"13890","Thailand"," Alanstonea treubi"
"13891","Thailand"," Anopheles aberrans"
"13892","Thailand"," Anopheles aconitus"
"13893","Thailand"," Anopheles aitkenii"
"13894","Thailand"," Anopheles annularis"
"13895","Thailand"," Anopheles argyropus"
"13896","Thailand"," Anopheles asiaticus"
"13897","Thailand"," Anopheles baezai"
"13898","Thailand"," Anopheles baileyi"
"13899","Thailand"," Anopheles baimaii"
"13900","Thailand"," Anopheles barbirostris"
"13901","Thailand"," Anopheles barbumbrosus"
"13902","Thailand"," Anopheles bengalensis"
"13903","Thailand"," Anopheles bulkleyi"
"13904","Thailand"," Anopheles campestris"
"13905","Thailand"," Anopheles cracens"
"13906","Thailand"," Anopheles crawfordi"
"13907","Thailand"," Anopheles culicifacies"
"13908","Thailand"," Anopheles dirus"
"13909","Thailand"," Anopheles donaldi"
"13910","Thailand"," Anopheles dravidicus"
"13911","Thailand"," Anopheles epiroticus"
"13912","Thailand"," Anopheles fragilis"
"13913","Thailand"," Anopheles hackeri"
"13914","Thailand"," Anopheles harrisoni"
"13915","Thailand"," Anopheles hodgkini"
"13916","Thailand"," Anopheles indefinitus"
"13917","Thailand"," Anopheles insulaeflorum"
"13918","Thailand"," Anopheles interruptus"
"13919","Thailand"," Anopheles introlatus"
"13920","Thailand"," Anopheles jamesii"
"13921","Thailand"," Anopheles jeyporiensis"
"13922","Thailand"," Anopheles karwari"
"13923","Thailand"," Anopheles kochi"
"13924","Thailand"," Anopheles kyondawensis"
"13925","Thailand"," Anopheles latens"
"13926","Thailand"," Anopheles lesteri"
"13927","Thailand"," Anopheles letifer"
"13928","Thailand"," Anopheles lindesayi"
"13929","Thailand"," Anopheles lindesayi cameronensis"
"13930","Thailand"," Anopheles macarthuri"
"13931","Thailand"," Anopheles maculatus"
"13932","Thailand"," Anopheles minimus"
"13933","Thailand"," Anopheles montanus"
"13934","Thailand"," Anopheles nemophilous"
"13935","Thailand"," Anopheles nigerrimus"
"13936","Thailand"," Anopheles nitidus"
"13937","Thailand"," Anopheles nivipes"
"13938","Thailand"," Anopheles notanandai"
"13939","Thailand"," Anopheles palmatus"
"13940","Thailand"," Anopheles pampanai"
"13941","Thailand"," Anopheles peditaeniatus"
"13942","Thailand"," Anopheles philippinensis"
"13943","Thailand"," Anopheles pollicaris"
"13944","Thailand"," Anopheles pseudojamesi"
"13945","Thailand"," Anopheles pseudowillmori"
"13946","Thailand"," Anopheles pujutensis"
"13947","Thailand"," Anopheles pursati"
"13948","Thailand"," Anopheles rampae"
"13949","Thailand"," Anopheles roperi"
"13950","Thailand"," Anopheles sawadwongporni"
"13951","Thailand"," Anopheles scanloni"
"13952","Thailand"," Anopheles separatus"
"13953","Thailand"," Anopheles sinensis"
"13954","Thailand"," Anopheles sintonoides"
"13955","Thailand"," Anopheles splendidus"
"13956","Thailand"," Anopheles stephensi"
"13957","Thailand"," Anopheles stricklandi"
"13958","Thailand"," Anopheles subpictus"
"13959","Thailand"," Anopheles sundaicus"
"13960","Thailand"," Anopheles tessellatus"
"13961","Thailand"," Anopheles tigertti"
"13962","Thailand"," Anopheles umbrosus"
"13963","Thailand"," Anopheles vagus"
"13964","Thailand"," Anopheles varuna"
"13965","Thailand"," Anopheles whartoni"
"13966","Thailand"," Anopheles willmori"
"13967","Thailand"," Armigeres annulipalpis"
"13968","Thailand"," Armigeres annulitarsis"
"13969","Thailand"," Armigeres aureolineatus"
"13970","Thailand"," Armigeres balteatus"
"13971","Thailand"," Armigeres bhayungi"
"13972","Thailand"," Armigeres cingulatus"
"13973","Thailand"," Armigeres confusus"
"13974","Thailand"," Armigeres dentatus"
"13975","Thailand"," Armigeres digitatus"
"13976","Thailand"," Armigeres dolichocephalus"
"13977","Thailand"," Armigeres flavus"
"13978","Thailand"," Armigeres inchoatus"
"13979","Thailand"," Armigeres jugraensis"
"13980","Thailand"," Armigeres kesseli"
"13981","Thailand"," Armigeres kuchingensis"
"13982","Thailand"," Armigeres longipalpis"
"13983","Thailand"," Armigeres magnus"
"13984","Thailand"," Armigeres malayi"
"13985","Thailand"," Armigeres maximus"
"13986","Thailand"," Armigeres moultoni"
"13987","Thailand"," Armigeres omissus"
"13988","Thailand"," Armigeres pectinatus"
"13989","Thailand"," Armigeres pendulus"
"13990","Thailand"," Armigeres subalbatus"
"13991","Thailand"," Armigeres theobaldi"
"13992","Thailand"," Armigeres traubi"
"13993","Thailand"," Armigeres vimoli"
"13994","Thailand"," Ayurakitia griffithi"
"13995","Thailand"," Ayurakitia peytoni"
"13996","Thailand"," Borichinda cavernicola"
"13997","Thailand"," Bothaella eldridgei"
"13998","Thailand"," Bothaella helenae"
"13999","Thailand"," Bruceharrisonius christophersi"
"14000","Thailand"," Bruceharrisonius greenii"
"14001","Thailand"," Cancraedes indonesiae"
"14002","Thailand"," Cancraedes kohkutensis"
"14003","Thailand"," Christophersiomyia annulirostris"
"14004","Thailand"," Christophersiomyia ibis"
"14005","Thailand"," Christophersiomyia thomsoni"
"14006","Thailand"," Collessius elsiae"
"14007","Thailand"," Collessius macfarlanei"
"14008","Thailand"," Collessius pseudotaeniatus"
"14009","Thailand"," Collessius shortti"
"14010","Thailand"," Coquillettidia crassipes"
"14011","Thailand"," Coquillettidia nigrosignata"
"14012","Thailand"," Coquillettidia novochracea"
"14013","Thailand"," Coquillettidia ochracea"
"14014","Thailand"," Culex aculeatus"
"14015","Thailand"," Culex alienus"
"14016","Thailand"," Culex alis"
"14017","Thailand"," Culex alphus"
"14018","Thailand"," Culex bailyi"
"14019","Thailand"," Culex barraudi"
"14020","Thailand"," Culex barrinus"
"14021","Thailand"," Culex bengalensis"
"14022","Thailand"," Culex bicornutus"
"14023","Thailand"," Culex bitaeniorhynchus"
"14024","Thailand"," Culex brevipalpis"
"14025","Thailand"," Culex cinctellus"
"14026","Thailand"," Culex curtipalpis"
"14027","Thailand"," Culex demissus"
"14028","Thailand"," Culex dispectus"
"14029","Thailand"," Culex edwardsi"
"14030","Thailand"," Culex eukrines"
"14031","Thailand"," Culex foliatus"
"14032","Thailand"," Culex fragilis"
"14033","Thailand"," Culex fuscocephala"
"14034","Thailand"," Culex ganapathi"
"14035","Thailand"," Culex gelidus"
"14036","Thailand"," Culex gracicornis"
"14037","Thailand"," Culex harrisoni"
"14038","Thailand"," Culex hinglungensis"
"14039","Thailand"," Culex hirtipalpis"
"14040","Thailand"," Culex hutchinsoni"
"14041","Thailand"," Culex incomptus"
"14042","Thailand"," Culex infantulus"
"14043","Thailand"," Culex infula"
"14044","Thailand"," Culex jacksoni"
"14045","Thailand"," Culex kiriensis"
"14046","Thailand"," Culex lampangensis"
"14047","Thailand"," Culex longicornis"
"14048","Thailand"," Culex lucaris"
"14049","Thailand"," Culex macdonaldi"
"14050","Thailand"," Culex malayi"
"14051","Thailand"," Culex mammilifer"
"14052","Thailand"," Culex mimeticus"
"14053","Thailand"," Culex mimulus"
"14054","Thailand"," Culex minor"
"14055","Thailand"," Culex minutissimus"
"14056","Thailand"," Culex murrelli"
"14057","Thailand"," Culex nigropunctatus"
"14058","Thailand"," Culex oresbius"
"14059","Thailand"," Culex otachati"
"14060","Thailand"," Culex pairoji"
"14061","Thailand"," Culex pallidothorax"
"14062","Thailand"," Culex papuensis"
"14063","Thailand"," Culex perplexus"
"14064","Thailand"," Culex peytoni"
"14065","Thailand"," Culex phangngae"
"14066","Thailand"," Culex pholeter"
"14067","Thailand"," Culex pilifemoralis"
"14068","Thailand"," Culex pseudosinensis"
"14069","Thailand"," Culex pseudovishnui"
"14070","Thailand"," Culex quadripalpis"
"14071","Thailand"," Culex quinquefasciatus"
"14072","Thailand"," Culex reidi"
"14073","Thailand"," Culex richei"
"14074","Thailand"," Culex rubithoracis"
"14075","Thailand"," Culex sasai"
"14076","Thailand"," Culex scanloni"
"14077","Thailand"," Culex sinensis"
"14078","Thailand"," Culex sitiens"
"14079","Thailand"," Culex spathifurca"
"14080","Thailand"," Culex spiculosus"
"14081","Thailand"," Culex spiculothorax"
"14082","Thailand"," Culex tenuipalpis"
"14083","Thailand"," Culex termi"
"14084","Thailand"," Culex thurmanorum"
"14085","Thailand"," Culex traubi"
"14086","Thailand"," Culex tritaeniorhynchus"
"14087","Thailand"," Culex tuberis"
"14088","Thailand"," Culex variatus"
"14089","Thailand"," Culex viridiventer"
"14090","Thailand"," Culex vishnui"
"14091","Thailand"," Culex whartoni"
"14092","Thailand"," Culex whitei"
"14093","Thailand"," Culex whitmorei"
"14094","Thailand"," Culex wilfredi"
"14095","Thailand"," Danielsia albotaeniata"
"14096","Thailand"," Downsiomyia albolateralis"
"14097","Thailand"," Downsiomyia albonivea"
"14098","Thailand"," Downsiomyia ganapathi"
"14099","Thailand"," Downsiomyia harinasutai"
"14100","Thailand"," Downsiomyia inermis"
"14101","Thailand"," Downsiomyia leonis"
"14102","Thailand"," Downsiomyia litorea"
"14103","Thailand"," Downsiomyia mikrokopion"
"14104","Thailand"," Downsiomyia niveoides"
"14105","Thailand"," Downsiomyia novonivea"
"14106","Thailand"," Downsiomyia pexa"
"14107","Thailand"," Downsiomyia pseudonivea"
"14108","Thailand"," Downsiomyia subnivea"
"14109","Thailand"," Downsiomyia vana"
"14110","Thailand"," Edwardsaedes imprimens"
"14111","Thailand"," Ficalbia minima"
"14112","Thailand"," Finlaya flavipennis"
"14113","Thailand"," Finlaya poicilia"
"14114","Thailand"," Fredwardsius vittatus"
"14115","Thailand"," Gilesius pulchriventer"
"14116","Thailand"," Heizmannia achaetae"
"14117","Thailand"," Heizmannia aureochaeta"
"14118","Thailand"," Heizmannia catesi"
"14119","Thailand"," Heizmannia chengi"
"14120","Thailand"," Heizmannia communis"
"14121","Thailand"," Heizmannia complex"
"14122","Thailand"," Heizmannia covelli"
"14123","Thailand"," Heizmannia demeilloni"
"14124","Thailand"," Heizmannia macdonaldi"
"14125","Thailand"," Heizmannia mattinglyi"
"14126","Thailand"," Heizmannia persimilis"
"14127","Thailand"," Heizmannia propinqua"
"14128","Thailand"," Heizmannia proxima"
"14129","Thailand"," Heizmannia reidi"
"14130","Thailand"," Heizmannia scanloni"
"14131","Thailand"," Heizmannia scintillans"
"14132","Thailand"," Heizmannia taiwanensis"
"14133","Thailand"," Heizmannia thelmae"
"14134","Thailand"," Himalaius gilli"
"14135","Thailand"," Himalaius simlensis"
"14136","Thailand"," Hodgesia lampangensis"
"14137","Thailand"," Hodgesia malayi"
"14138","Thailand"," Hopkinsius albocinctus"
"14139","Thailand"," Hulecoeteomyia chrysolineata"
"14140","Thailand"," Hulecoeteomyia fluviatilis"
"14141","Thailand"," Hulecoeteomyia formosensis"
"14142","Thailand"," Hulecoeteomyia harveyi"
"14143","Thailand"," Hulecoeteomyia jugraensis"
"14144","Thailand"," Hulecoeteomyia pallirostris"
"14145","Thailand"," Hulecoeteomyia reinerti"
"14146","Thailand"," Isoaedes cavaticus"
"14147","Thailand"," Jihlienius unicinctus"
"14148","Thailand"," Kenknightia dissimilis"
"14149","Thailand"," Kenknightia harbachi"
"14150","Thailand"," Kimia decorabilis"
"14151","Thailand"," Kimia suchariti"
"14152","Thailand"," Lorrainea amesii"
"14153","Thailand"," Lorrainea fumida"
"14154","Thailand"," Lutzia fuscana"
"14155","Thailand"," Lutzia halifaxii"
"14156","Thailand"," Lutzia vorax"
"14157","Thailand"," Malaya genurostris"
"14158","Thailand"," Malaya jacobsoni"
"14159","Thailand"," Mansonia annulata"
"14160","Thailand"," Mansonia annulifera"
"14161","Thailand"," Mansonia bonneae"
"14162","Thailand"," Mansonia dives"
"14163","Thailand"," Mansonia indiana"
"14164","Thailand"," Mansonia uniformis"
"14165","Thailand"," Mimomyia aurea"
"14166","Thailand"," Mimomyia chamberlaini"
"14167","Thailand"," Mimomyia chamberlaini metallica"
"14168","Thailand"," Mimomyia elegans"
"14169","Thailand"," Mimomyia fusca"
"14170","Thailand"," Mimomyia hybrida"
"14171","Thailand"," Mimomyia luzonensis"
"14172","Thailand"," Mucidus laniger"
"14173","Thailand"," Mucidus quasiferinus"
"14174","Thailand"," Neomelaniconion lineatopenne"
"14175","Thailand"," Nyctomyia pholeocola"
"14176","Thailand"," Ochlerotatus vigilax"
"14177","Thailand"," Orthopodomyia albipes"
"14178","Thailand"," Orthopodomyia andamanensis"
"14179","Thailand"," Orthopodomyia anopheloides"
"14180","Thailand"," Orthopodomyia siamensis"
"14181","Thailand"," Orthopodomyia wilsoni"
"14182","Thailand"," Paraedes ostentatio"
"14183","Thailand"," Paraedes thailandensis"
"14184","Thailand"," Petermattinglyius franciscoi"
"14185","Thailand"," Petermattinglyius iyengari"
"14186","Thailand"," Petermattinglyius scanloni"
"14187","Thailand"," Petermattinglyius whartoni"
"14188","Thailand"," Phagomyia assamensis"
"14189","Thailand"," Phagomyia feegradei"
"14190","Thailand"," Phagomyia khazani"
"14191","Thailand"," Phagomyia lophoventralis"
"14192","Thailand"," Phagomyia prominens"
"14193","Thailand"," Rhinoskusea longirostris"
"14194","Thailand"," Scutomyia albolineata"
"14195","Thailand"," Stegomyia aegypti"
"14196","Thailand"," Stegomyia albopicta"
"14197","Thailand"," Stegomyia annandalei"
"14198","Thailand"," Stegomyia craggi"
"14199","Thailand"," Stegomyia desmotes"
"14200","Thailand"," Stegomyia malayensis"
"14201","Thailand"," Stegomyia malikuli"
"14202","Thailand"," Stegomyia novalbopicta"
"14203","Thailand"," Stegomyia patriciae"
"14204","Thailand"," Stegomyia perplexa"
"14205","Thailand"," Stegomyia pseudalbopicta"
"14206","Thailand"," Stegomyia seatoi"
"14207","Thailand"," Stegomyia Subgenus Uncertain gardnerii imitator"
"14208","Thailand"," Stegomyia w-alba"
"14209","Thailand"," Tanakaius togoi"
"14210","Thailand"," Tewarius pseudonummatus"
"14211","Thailand"," Topomyia aenea"
"14212","Thailand"," Topomyia angkoris"
"14213","Thailand"," Topomyia apsarsae"
"14214","Thailand"," Topomyia argyropalpis"
"14215","Thailand"," Topomyia bifurcata"
"14216","Thailand"," Topomyia cristata"
"14217","Thailand"," Topomyia gracilis"
"14218","Thailand"," Topomyia houghtoni"
"14219","Thailand"," Topomyia inclinata"
"14220","Thailand"," Topomyia leucotarsis"
"14221","Thailand"," Topomyia lindsayi"
"14222","Thailand"," Topomyia pseudoleucotarsis"
"14223","Thailand"," Topomyia spathulirostris"
"14224","Thailand"," Topomyia svastii"
"14225","Thailand"," Topomyia tenuis"
"14226","Thailand"," Topomyia tipuliformis"
"14227","Thailand"," Topomyia unispinosa"
"14228","Thailand"," Topomyia vijayae"
"14229","Thailand"," Topomyia yanbarensis"
"14230","Thailand"," Toxorhynchites albipes"
"14231","Thailand"," Toxorhynchites bickleyi"
"14232","Thailand"," Toxorhynchites gravelyi"
"14233","Thailand"," Toxorhynchites leicesteri"
"14234","Thailand"," Toxorhynchites magnificus"
"14235","Thailand"," Toxorhynchites manopi"
"14236","Thailand"," Toxorhynchites splendens"
"14237","Thailand"," Toxorhynchites sunthorni"
"14238","Thailand"," Tripteroides aeneus"
"14239","Thailand"," Tripteroides affinis"
"14240","Thailand"," Tripteroides aranoides"
"14241","Thailand"," Tripteroides caeruleocephalus"
"14242","Thailand"," Tripteroides denticulatus"
"14243","Thailand"," Tripteroides hybridus"
"14244","Thailand"," Tripteroides indicus"
"14245","Thailand"," Tripteroides powelli"
"14246","Thailand"," Tripteroides proximus"
"14247","Thailand"," Tripteroides serratus"
"14248","Thailand"," Tripteroides similis"
"14249","Thailand"," Tripteroides tarsalis"
"14250","Thailand"," Tripteroides tenax"
"14251","Thailand"," Udaya argyrurus"
"14252","Thailand"," Uranotaenia abdita"
"14253","Thailand"," Uranotaenia albipes"
"14254","Thailand"," Uranotaenia annandalei"
"14255","Thailand"," Uranotaenia approximata"
"14256","Thailand"," Uranotaenia bicolor"
"14257","Thailand"," Uranotaenia bimaculata"
"14258","Thailand"," Uranotaenia bimaculiala"
"14259","Thailand"," Uranotaenia campestris"
"14260","Thailand"," Uranotaenia demeilloni"
"14261","Thailand"," Uranotaenia diraphati"
"14262","Thailand"," Uranotaenia edwardsi"
"14263","Thailand"," Uranotaenia enigmatica"
"14264","Thailand"," Uranotaenia gouldi"
"14265","Thailand"," Uranotaenia hebes"
"14266","Thailand"," Uranotaenia hirsutifemora"
"14267","Thailand"," Uranotaenia koli"
"14268","Thailand"," Uranotaenia lateralis"
"14269","Thailand"," Uranotaenia longirostris"
"14270","Thailand"," Uranotaenia lutescens"
"14271","Thailand"," Uranotaenia macfarlanei"
"14272","Thailand"," Uranotaenia maculipleura"
"14273","Thailand"," Uranotaenia maxima"
"14274","Thailand"," Uranotaenia metatarsata"
"14275","Thailand"," Uranotaenia micans"
"14276","Thailand"," Uranotaenia modesta"
"14277","Thailand"," Uranotaenia nivipleura"
"14278","Thailand"," Uranotaenia nocticola"
"14279","Thailand"," Uranotaenia novobscura"
"14280","Thailand"," Uranotaenia obscura"
"14281","Thailand"," Uranotaenia orientalis"
"14282","Thailand"," Uranotaenia patriciae"
"14283","Thailand"," Uranotaenia prajimi"
"14284","Thailand"," Uranotaenia pseudomaculipleura"
"14285","Thailand"," Uranotaenia rampae"
"14286","Thailand"," Uranotaenia recondita"
"14287","Thailand"," Uranotaenia sombooni"
"14288","Thailand"," Uranotaenia spiculosa"
"14289","Thailand"," Uranotaenia stricklandi"
"14290","Thailand"," Uranotaenia subnormalis"
"14291","Thailand"," Uranotaenia sumethi"
"14292","Thailand"," Uranotaenia testacea"
"14293","Thailand"," Uranotaenia trilineata"
"14294","Thailand"," Verrallina adusta"
"14295","Thailand"," Verrallina andamanensis"
"14296","Thailand"," Verrallina atria"
"14297","Thailand"," Verrallina butleri"
"14298","Thailand"," Verrallina clavata"
"14299","Thailand"," Verrallina cretata"
"14300","Thailand"," Verrallina cyrtolabis"
"14301","Thailand"," Verrallina dux"
"14302","Thailand"," Verrallina gibbosa"
"14303","Thailand"," Verrallina hispida"
"14304","Thailand"," Verrallina indecorabilis"
"14305","Thailand"," Verrallina latipennis"
"14306","Thailand"," Verrallina lugubris"
"14307","Thailand"," Verrallina notabilis"
"14308","Thailand"," Verrallina phnoma"
"14309","Thailand"," Verrallina protuberans"
"14310","Thailand"," Verrallina pseudodiurna"
"14311","Thailand"," Verrallina sohni"
"14312","Thailand"," Verrallina taeniata"
"14313","Thailand"," Verrallina torosa"
"14314","Thailand"," Verrallina unca"
"14315","Thailand"," Verrallina vallistris"
"14316","Thailand"," Verrallina yusafi"
"14317","Thailand"," Zeugnomyia gracilis"
"14318","Timor","Aedimorphus vexans nocturnus"
"14319","Timor"," Anopheles flavirostris"
"14320","Timor"," Culex alorensis"
"14321","Timor"," Culex fuscocephala"
"14322","Timor"," Culex pallidothorax"
"14323","Timor"," Culex pullus"
"14324","Timor"," Culex vishnui"
"14325","Timor"," Lutzia fuscana"
"14326","Timor"," Mucidus alternans"
"14327","Timor"," Neomelaniconion lineatopenne"
"14328","Togo","Aedimorphus fowleri"
"14329","Togo"," Aedimorphus hirsutus"
"14330","Togo"," Albuginosus stokesi"
"14331","Togo"," Anopheles arabiensis"
"14332","Togo"," Anopheles brunnipes"
"14333","Togo"," Anopheles coluzzii"
"14334","Togo"," Anopheles coustani"
"14335","Togo"," Anopheles flavicosta"
"14336","Togo"," Anopheles funestus"
"14337","Togo"," Anopheles gambiae"
"14338","Togo"," Anopheles hargreavesi"
"14339","Togo"," Anopheles maculipalpis"
"14340","Togo"," Anopheles melas"
"14341","Togo"," Anopheles nili"
"14342","Togo"," Anopheles obscurus"
"14343","Togo"," Anopheles paludis"
"14344","Togo"," Anopheles pharoensis"
"14345","Togo"," Anopheles pretoriensis"
"14346","Togo"," Anopheles rhodesiensis"
"14347","Togo"," Anopheles rivulorum"
"14348","Togo"," Anopheles rufipes"
"14349","Togo"," Anopheles squamosus"
"14350","Togo"," Anopheles ziemanni"
"14351","Togo"," Catageiomyia minuta"
"14352","Togo"," Culex argenteopunctatus"
"14353","Togo"," Culex grahamii"
"14354","Togo"," Culex horridus"
"14355","Togo"," Culex nebulosus"
"14356","Togo"," Culex thalassius"
"14357","Togo"," Culex tritaeniorhynchus"
"14358","Togo"," Culex weschei"
"14359","Togo"," Culex wigglesworthi"
"14360","Togo"," Culiseta fraseri"
"14361","Togo"," Diceromyia furcifer"
"14362","Togo"," Eretmapodites grahami"
"14363","Togo"," Eretmapodites oedipodeios"
"14364","Togo"," Eretmapodites semisimplicipes"
"14365","Togo"," Eretmapodites wansoni"
"14366","Togo"," Ficalbia malfeyti"
"14367","Togo"," Mucidus mucidus"
"14368","Togo"," Neomelaniconion bolense"
